Model number,sSpec number,Cores,Frequency,Turbo,L2 cache,L3 cache,TDP,Socket,I/O bus,Memory,Release date,Part number(s),Release price (USD),Turbo Boost all-core/2.0 (/max. 3.0),GPU model,GPU frequency,vteIntel processors,vteIntel processors.1,Turbo Boost all-core/2.0),FSB,Mult.,Voltage,Mult,Front side bus,Multiplier,Release price,L2 Cache,Turbo Boost all-core/max turbo,Turbo Boost all-core/max turbo 2.0/max turbo 3.0,Threads
Xeon E7430,SLG9H (A1),,2.133,,2× 3 MB,12 MB,90 W,Socket 604,,,2008-09-15,AD80583QH046003,$1391,,,,,,,1066 MT/s,,0.9–1.45 V,8×,,,,,,,
Xeon E7440,SLG9J (A1),,2.4,,2× 3 MB,16 MB,90 W,Socket 604,,,2008-09-15,AD80583QH056007,$1980,,,,,,,1066 MT/s,,0.9–1.45 V,9×,,,,,,,
Xeon L7445,SLG9L (A1),,2.133,,2× 3 MB,12 MB,50 W,Socket 604,,,2008-09-15,AD80583JH046003,$1980,,,,,,,1066 MT/s,,0.9–1.45 V,8×,,,,,,,
Xeon E7450,SLG9K (A1),,2.4,,3× 3 MB,12 MB,90 W,Socket 604,,,2008-09-15,AD80582QH056003,$2301,,,,,,,1066 MT/s,,0.9–1.45 V,9×,,,,,,,
Xeon E7458,SLG9N (A1),,2.4,,3× 3 MB,16 MB,90 W,Socket 604,,,2008-09-15,AD80582QH056007,OEM,,,,,,,1066 MT/s,,0.9–1.45 V,9×,,,,,,,
Xeon X7460,SLG9P (A1),,2.667,,3× 3 MB,16 MB,130 W,Socket 604,,,2008-09-15,AD80582KH067007,$2729,,,,,,,1066 MT/s,,0.9–1.45 V,10×,,,,,,,
Xeon L7455,SLG9M (A1),,2.133,,3× 3 MB,12 MB,65 W,Socket 604,,,2008-09-15,AD80582JH046003,$2729,,,,,,,1066 MT/s,,0.9–1.45 V,8×,,,,,,,
Xeon E3-1220L v3,SR1BT (C0),2.0,1.1,2/4,2 × 256 KB,4 MB,13 W,LGA 1150,DMI 2.0,,2013-09-01,CM8064601481914,$193,,—,—,,,,,,,,,,,,,,
Xeon E3-1220 v3,SR154 (C0),4.0,3.1,2/3/4/4,4 × 256 KB,8 MB,80 W,LGA 1150,DMI 2.0,,2013-06-01,CM8064601467204 BX80646E31220V3,$193 $203,,—,—,,,,,,,,,,,,,,
Xeon E3-1225 v3,SR14U (C0) SR1KX (C0),4.0,3.2,2/3/4/4,4 × 256 KB,8 MB,84 W,LGA 1150,DMI 2.0,,2013-06-01,CM8064601466507 BX80646E31225V3 CM8064601466510,$213 $224,,HD Graphics P4600,350–1200 MHz,,,,,,,,,,,,,,
Xeon E3-1226 v3,SR1R0 (C0),4.0,3.3,2/3/4/4,4 × 256 KB,8 MB,84 W,LGA 1150,DMI 2.0,,2014-05-01,CM8064601575206 BX80646E31226V3,$213,,HD Graphics P4600,350–1200 MHz,,,,,,,,,,,,,,
Xeon E3-1230 v3,SR153 (C0),4.0,3.3,2/3/4/4,4 × 256 KB,8 MB,80 W,LGA 1150,DMI 2.0,,2013-06-01,CM8064601467202 BX80646E31230V3,$240 $250,,—,—,,,,,,,,,,,,,,
Xeon E3-1231 v3,SR1R5 (C0),4.0,3.4,2/3/4/4,4 × 256 KB,8 MB,80 W,LGA 1150,DMI 2.0,,2014-05-01,CM8064601575332 BX80646E31231V3,$240,,—,—,,,,,,,,,,,,,,
Xeon E3-1240 v3,SR152 (C0),4.0,3.4,2/3/4/4,4 × 256 KB,8 MB,80 W,LGA 1150,DMI 2.0,,2013-06-01,CM8064601467102 BX80646E31240V3,$262 $273,,—,—,,,,,,,,,,,,,,
Xeon E3-1241 v3,SR1R4 (C0),4.0,3.5,2/3/4/4,4 × 256 KB,8 MB,80 W,LGA 1150,DMI 2.0,,2014-05-01,CM8064601575331 BX80646E31241V3,$262,,—,—,,,,,,,,,,,,,,
Xeon E3-1245 v3,SR14T (C0),4.0,3.4,2/3/4/4,4 × 256 KB,8 MB,84 W,LGA 1150,DMI 2.0,,2013-06-01,CM8064601466509 BX80646E31245V3,$276 $287,,HD Graphics P4600,350–1200 MHz,,,,,,,,,,,,,,
Xeon E3-1246 v3,SR1QZ (C0),4.0,3.5,2/3/4/4,4 × 256 KB,8 MB,84 W,LGA 1150,DMI 2.0,,2014-05-01,CM8064601575205 BX80646E31246V3,$276,,HD Graphics P4600,350–1200 MHz,,,,,,,,,,,,,,
Xeon E3-1270 v3,SR151 (C0),4.0,3.5,2/3/4/4,4 × 256 KB,8 MB,80 W,LGA 1150,DMI 2.0,,2013-06-01,CM8064601467101 BX80646E31270V3,$328 $339,,—,—,,,,,,,,,,,,,,
Xeon E3-1271 v3,SR1R3 (C0),4.0,3.6,2/3/4/4,4 × 256 KB,8 MB,80 W,LGA 1150,DMI 2.0,,2014-05-01,CM8064601575330 BX80646E31271V3,$328,,—,—,,,,,,,,,,,,,,
Xeon E3-1275 v3,SR14S (C0),4.0,3.5,2/3/4/4,4 × 256 KB,8 MB,84 W,LGA 1150,DMI 2.0,,2013-06-01,CM8064601466508 BX80646E31275V3,$339 $350,,HD Graphics P4600,350–1250 MHz,,,,,,,,,,,,,,
Xeon E3-1276 v3,SR1QW (C0),4.0,3.6,2/3/4/4,4 × 256 KB,8 MB,84 W,LGA 1150,DMI 2.0,,2014-05-01,CM8064601575216 BX80646E31276V3,$339,,HD Graphics P4600,350–1250 MHz,,,,,,,,,,,,,,
Xeon E3-1280 v3,SR150 (C0),4.0,3.6,2/3/4/4,4 × 256 KB,8 MB,82 W,LGA 1150,DMI 2.0,,2013-06-01,CM8064601467001,$612,,—,—,,,,,,,,,,,,,,
Xeon E3-1281 v3,SR1R2 (C0) SR21F (C0),4.0,3.7,2/3/4/4,4 × 256 KB,8 MB,82 W,LGA 1150,DMI 2.0,,2014-05-01,CM8064601575329,$612,,—,—,,,,,,,,,,,,,,
Xeon E3-1285 v3,SR14W (C0),4.0,3.6,2/3/4/4,4 × 256 KB,8 MB,84 W,LGA 1150,DMI 2.0,,2013-06-01,CM8064601466703,$662,,HD Graphics P4700,350–1300 MHz,,,,,,,,,,,,,,
Xeon E3-1286 v3,SR1QX (C0),4.0,3.7,2/3/4/4,4 × 256 KB,8 MB,84 W,LGA 1150,DMI 2.0,,2014-05-01,CM8064601575203,$662,,HD Graphics P4700,350–1300 MHz,,,,,,,,,,,,,,
Xeon E3-1265L v3,SR15A (C0),4.0,2.5,6/9/11/12,4 × 256 KB,8 MB,45 W,LGA 1150,DMI 2.0,,2013-06-01,CM8064601467406,$294,,HD Graphics (10 EUs),350–1200 MHz,,,,,,,,,,,,,,
Xeon E3-1268L v3,SR17Y (C0),4.0,2.3,6/7/9/10,4 × 256 KB,8 MB,45 W,LGA 1150,DMI 2.0,,2013-06-01,CM8064601484200,$377,,HD Graphics P4600,350–1000 MHz,,,,,,,,,,,,,,
Xeon E3-1275L v3,SR1T7 (C0) SR156 (C0),4.0,2.7,6/9/11/12,4 × 256 KB,8 MB,45 W,LGA 1150,DMI 2.0,,2014-05-01,CM8064601575224,$328,,HD Graphics (10 EUs),350–1200 MHz,,,,,,,,,,,,,,
Xeon E3-1284L v3,SR1U0 (C0),4.0,1.8,?/?/?/14,4 × 256 KB,6 MB,47 W,BGA-1364,DMI 2.0,,2014-02-01,CL8064701637600,OEM,,Iris Pro Graphics 5200,750–1000 MHz,,,,,,,,,,,,,,
Xeon E3-1285L v3,SR14X (C0) SR15B (C0),4.0,3.1,4/5/7/8,4 × 256 KB,8 MB,65 W,LGA 1150,DMI 2.0,,2013-06-01,CM8064601466804,$774,,HD Graphics P4700,350–1250 MHz,,,,,,,,,,,,,,
Xeon E3-1286L v3,SR1QY (C0),4.0,3.2,4/5/7/8,4 × 256 KB,8 MB,65 W,LGA 1150,DMI 2.0,,2014-05-01,CM8064601575204,$774,,HD Graphics P4700,350–1250 MHz,,,,,,,,,,,,,,
Xeon E3-1230L v3,SR158 (C0),4.0,1.8,6/7/9/10,4 × 256 KB,8 MB,25 W,LGA 1150,DMI 2.0,,2013-06-01,CM8064601467601,$250,,—,—,,,,,,,,,,,,,,
Xeon E3-1240L v3,SR1T8 (C0),4.0,2.0,6/7/9/10,4 × 256 KB,8 MB,25 W,LGA 1150,DMI 2.0,,2014-05-01,CM8064601575341,$278,,—,—,,,,,,,,,,,,,,
Xeon E5-1428L v3,SR234 (M1),8.0,2.0,2/2/2/2/2/3/5/5,8 × 256 KB,20 MB,65 W,LGA 1356-3,DMI 2.0,3× DDR3-1600,2015-01-12,CM8064301548034,$608,,,,,,,,,,,,,,,,,
Xeon E5-2408L v3,SR236 (R2),4.0,1.8,—,4 × 256 KB,10 MB,45 W,LGA 1356-3,6.4 GT/s QPI,3× DDR3-1333,2015-01-12,CM8064301559301,$256,,,,,,,,,,,,,,,,,
Xeon E5-2418L v3,SR232 (R2),6.0,2.0,—,6 × 256 KB,15 MB,50 W,LGA 1356-3,6.4 GT/s QPI,3× DDR3-1333,2015-01-12,CM8064301442740,$472,,,,,,,,,,,,,,,,,
Xeon E5-2428L v3,SR235 (R2),8.0,1.8,2/2/2/2/2/3/5/5,8 × 256 KB,20 MB,55 W,LGA 1356-3,8.0 GT/s QPI,3× DDR3-1600,2015-01-12,CM8064301559000,$811,,,,,,,,,,,,,,,,,
Xeon E5-2438L v3,SR233 (M1),10.0,1.8,2/2/2/2/2/2/2/3/5/5,10 × 256 KB,25 MB,70 W,LGA 1356-3,8.0 GT/s QPI,3× DDR3-1600,2015-01-12,CM8064301547350,$1555,,,,,,,,,,,,,,,,,
Xeon E5-1603 v3,SR20K (R2),4.0,2.8,—,4 × 256 KB,10 MB,140 W,LGA 2011-3,DMI 2.0,4× DDR4-1866,2014-09-08,CM8064401548605,$202,,,,,,,,,,,,,,,,,
Xeon E5-1607 v3,SR20M (R2),4.0,3.1,—,4 × 256 KB,10 MB,140 W,LGA 2011-3,DMI 2.0,4× DDR4-1866,2014-09-08,CM8064401736303,$225,,,,,,,,,,,,,,,,,
Xeon E5-1620 v3,SR20P (R2),4.0,3.5,1/1/1/1,4 × 256 KB,10 MB,140 W,LGA 2011-3,DMI 2.0,4× DDR4-2133,2014-09-08,CM8064401973600 BX80644E51620V3,$294,,,,,,,,,,,,,,,,,
Xeon E5-1630 v3,SR20L (R2),4.0,3.7,1/1/1/1,4 × 256 KB,10 MB,140 W,LGA 2011-3,DMI 2.0,4× DDR4-2133,2014-09-08,CM8064401614501,$372,,,,,,,,,,,,,,,,,
Xeon E5-1650 v3,SR20J (R2),6.0,3.5,1/1/1/1/3/3,6 × 256 KB,15 MB,140 W,LGA 2011-3,DMI 2.0,4× DDR4-2133,2014-09-08,CM8064401548111 BX80644E51650V3,$583,,,,,,,,,,,,,,,,,
Xeon E5-1660 v3,SR20N (R2),8.0,3.0,3/3/3/3/3/3/5/5,8 × 256 KB,20 MB,140 W,LGA 2011-3,DMI 2.0,4× DDR4-2133,2014-09-08,CM8064401909200,$1080,,,,,,,,,,,,,,,,,
Xeon E5-1680 v3,SR20H (R2),8.0,3.2,3/3/3/3/3/4/6/6,8 × 256 KB,20 MB,140 W,LGA 2011-3,DMI 2.0,4× DDR4-2133,2014-09-08,CM8064401547809,$1723,,,,,,,,,,,,,,,,,
Xeon E5-1681 v3,SR1Y2 (M1),10.0,2.9,3/3/3/3/3/3/3/4/6/6,10 × 256 KB,25 MB,135 W,LGA 2011-3,DMI 2.0,4× DDR4-2133,2014-09-08,CM8064401576003,OEM,,,,,,,,,,,,,,,,,
Xeon E5-1686 v3,SR1YB (M1),12.0,2.6,2/2/2/2/2/2/2/3/4/5/6/6,12 × 256 KB,30 MB,135 W,LGA 2011-3,DMI 2.0,4× DDR4-2133,2014-09-08,CM8064401725600,OEM,,,,,,,,,,,,,,,,,
Xeon E5-1691 v3,SR1XJ (C1),14.0,2.5,5/5/5/5/5/5/5/5/5/5/6/7/9/9,14 × 256 KB,35 MB,135 W,LGA 2011-3,DMI 2.0,4× DDR4-2133,2014-09-08,CM8064401575939,OEM,,,,,,,,,,,,,,,,,
Xeon E5-2623 v3,SR208 (R2),4.0,3.0,3/3/5/5,4 × 256 KB,10 MB,105 W,LGA 2011-3,2× 8.0 GT/s QPI,4× DDR4-1866,2014-09-08,CM8064401832000,$444,,,,,,,,,,,,,,,,,
Xeon E5-2637 v3,SR202 (R2),4.0,3.5,1/1/2/2,4 × 256 KB,15 MB,135 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401724101,$996,,,,,,,,,,,,,,,,,
Xeon E5-2603 v3,SR20A (R2),6.0,1.6,—,6 × 256 KB,15 MB,85 W,LGA 2011-3,2× 6.4 GT/s QPI,4× DDR4-1600,2014-09-08,CM8064401844200 BX80644E52603V3,$213,,,,,,,,,,,,,,,,,
Xeon E5-2608L v3,SR21P (R2) SR20B (R2),6.0,2.0,—,6 × 256 KB,15 MB,50 W,LGA 2011-3,2× 6.4 GT/s QPI,4× DDR4-1866,2014-09-08,CM8064402033500 CM8064401909500,$441,,,,,,,,,,,,,,,,,
Xeon E5-2609 v3,SR1YC (M1),6.0,1.9,—,6 × 256 KB,15 MB,85 W,LGA 2011-3,2× 6.4 GT/s QPI,4× DDR4-1600,2014-09-08,CM8064401850800 BX80644E52609V3,$306,,,,,,,,,,,,,,,,,
Xeon E5-2620 v3,SR207 (R2),6.0,2.4,2/3/4/5/8/8,6 × 256 KB,15 MB,85 W,LGA 2011-3,2× 8.0 GT/s QPI,4× DDR4-1866,2014-09-08,CM8064401831400 BX80644E52620V3,$417,,,,,,,,,,,,,,,,,
Xeon E5-2643 v3,SR1XQ (M1) SR204 (R2),6.0,3.4,2/2/2/2/3/3,6 × 256 KB,20 MB,135 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401440408 CM8064401724501,$1552,,,,,,,,,,,,,,,,,
Xeon E5-2618L v3,SR200 (R2),8.0,2.3,2/3/4/5/6/7/11/11,8 × 256 KB,20 MB,75 W,LGA 2011-3,2× 8.0 GT/s QPI,4× DDR4-1866,2014-09-08,CM8064401610301,$779,,,,,,,,,,,,,,,,,
Xeon E5-2622 v3,SR1ZZ (R2),8.0,2.4,2/3/4/5/6/7/10/10,8 × 256 KB,20 MB,85 W,LGA 2011-3,2× 8.0 GT/s QPI,4× DDR4-1866,2014-09-08,CM8064401576904,OEM,,,,,,,,,,,,,,,,,
Xeon E5-2628 v3,SR201 (R2),8.0,2.5,3/3/3/3/3/3/5/5,8 × 256 KB,20 MB,85 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401613200,OEM,,,,,,,,,,,,,,,,,
Xeon E5-2629 v3,SR1XY (M1),8.0,2.4,2/2/2/2/2/2/8/8,8 × 256 KB,20 MB,85 W,LGA 2011-3,2× 8.0 GT/s QPI,4× DDR3-1866 4× DDR4-1866,2014-09-08,CM8064401547010,OEM,,,,,,,,,,,,,,,,,
Xeon E5-2630 v3,SR206 (R2),8.0,2.4,2/2/2/2/2/2/8/8,8 × 256 KB,20 MB,85 W,LGA 2011-3,2× 8.0 GT/s QPI,4× DDR4-1866,2014-09-08,CM8064401831000 BX80644E52630V3,$667,,,,,,,,,,,,,,,,,
Xeon E5-2630L v3,SR209 (R2),8.0,1.8,3/4/5/6/7/8/11/11,8 × 256 KB,20 MB,55 W,LGA 2011-3,2× 8.0 GT/s QPI,4× DDR4-1866,2014-09-08,CM8064401832100,$612,,,,,,,,,,,,,,,,,
Xeon E5-2640 v3,SR205 (R2),8.0,2.6,2/2/3/4/5/6/8/8,8 × 256 KB,20 MB,90 W,LGA 2011-3,2× 8.0 GT/s QPI,4× DDR4-1866,2014-09-08,CM8064401830901 BX80644E52640V3,$939,,,,,,,,,,,,,,,,,
Xeon E5-2667 v3,SR203 (R2),8.0,3.2,2/2/2/2/2/2/4/4,8 × 256 KB,20 MB,135 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401724301,$2057,,,,,,,,,,,,,,,,,
Xeon E5-2628L v3,SR1XZ (M1),10.0,2.0,2/2/2/2/2/2/2/3/5/5,10 × 256 KB,25 MB,75 W,LGA 2011-3,2× 8.0 GT/s QPI,4× DDR4-1866,2014-09-08,CM8064401547200,$1364,,,,,,,,,,,,,,,,,
Xeon E5-2649 v3,SR1XX (M1),10.0,2.3,3/3/3/3/3/3/4/5/7/7,10 × 256 KB,25 MB,105 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR3-1866 4× DDR4-2133,2014-09-08,CM8064401546913,OEM,,,,,,,,,,,,,,,,,
Xeon E5-2650 v3,SR1YA (M1),10.0,2.3,3/3/3/3/3/3/4/5/7/7,10 × 256 KB,25 MB,105 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401723701 BX80644E52650V3,$1166,,,,,,,,,,,,,,,,,
Xeon E5-2652 v3,SR1XT (M1),10.0,2.3,3/3/3/3/3/3/3/3/5/5,10 × 256 KB,25 MB,105 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401545112,OEM,,,,,,,,,,,,,,,,,
Xeon E5-2660 v3,SR1XR (M1),10.0,2.6,3/3/3/3/3/3/4/5/7/7,10 × 256 KB,25 MB,105 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401446117 BX80644E52660V3,$1445,,,,,,,,,,,,,,,,,
Xeon E5-2663 v3,SR1Y4 (M1),10.0,2.8,3/3/3/3/3/3/4/5/7/7,10 × 256 KB,25 MB,105 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401612900,OEM,,,,,,,,,,,,,,,,,
Xeon E5-2666 v3[1],SR1Y7 (M1),10.0,2.9,3/3/3/3/3/3/3/4/6/6,10 × 256 KB,25 MB,135 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR3-1866 4× DDR4-2133,2014-11-13,CM8064401675902,OEM for Amazon,,,,,,,,,,,,,,,,,
Xeon E5-2687W v3,SR1Y6 (M1),10.0,3.1,1/1/1/1/1/1/1/2/4/4,10 × 256 KB,25 MB,160 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401613502 BX80644E52687V3,$2141,,,,,,,,,,,,,,,,,
Xeon E5-2648L v3,SR1XW (M1),12.0,1.8,3/3/3/3/3/3/3/3/4/5/7/7,12 × 256 KB,30 MB,75 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401546007,$1544,,,,,,,,,,,,,,,,,
Xeon E5-2650L v3,SR1Y1 (M1),12.0,1.8,3/3/3/3/3/3/3/3/4/5/7/7,12 × 256 KB,30 MB,65 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401575702,$1329,,,,,,,,,,,,,,,,,
Xeon E5-2658 v3,SR1XV (M1),12.0,2.2,3/3/3/3/3/3/3/3/4/5/7/7,12 × 256 KB,30 MB,105 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401545904,$1832,,,,,,,,,,,,,,,,,
Xeon E5-2658A v3,SR27T (M1),12.0,2.2,2.9 GHz,12 × 256 KB,30 MB,105 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2015-01-01,CM8064402331600,1832.00,,,,,,,,,,,,,,,,,
Xeon E5-2669 v3,SR1XU (M1),12.0,2.3,3/3/3/3/3/3/3/4/5/6/8/8,12 × 256 KB,30 MB,120 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR3-1866 4× DDR4-2133,2014-09-08,CM8064401545710,OEM,,,,,,,,,,,,,,,,,
Xeon E5-2670 v3,SR1XS (M1),12.0,2.3,3/3/3/3/3/3/3/4/5/6/8/8,12 × 256 KB,30 MB,120 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401544801 BX80644E52670V3,$1589,,,,,,,,,,,,,,,,,
Xeon E5-2673 v3,SR1Y3 (M1),12.0,2.4,3/3/3/3/3/3/3/3/4/5/7/7,12 × 256 KB,30 MB,105 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR3-1866 4× DDR4-2133,2014-09-08,CM8064401610200,OEM for Microsoft[2],,,,,,,,,,,,,,,,,
Xeon E5-2676 v3,SR1Y5 (M1),12.0,2.4,3/3/3/3/3/3/3/3/3/4/6/6,12 × 256 KB,30 MB,120 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR3-1866 4× DDR4-2133,2015-06-01,CM8064401613101,OEM for Amazon,,,,,,,,,,,,,,,,,
Xeon E5-2678 v3,SR20Z (M1),12.0,2.5,4/4/4/4/4/4/4/4/5/6/8/8,12 × 256 KB,30 MB,120 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR3-1866 4× DDR4-2133,2015-01-01,CM8064401967500,OEM,,,,,,,,,,,,,,,,,
Xeon E5-2680 v3,SR1XP (M1),12.0,2.5,4/4/4/4/4/4/4/4/5/6/8/8,12 × 256 KB,30 MB,120 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401439612 BX80644E52680V3,$1745,,,,,,,,,,,,,,,,,
Xeon E5-2685 v3,SR1Y9 (M1),12.0,2.6,2/2/2/2/2/2/2/3/4/5/7/7,12 × 256 KB,30 MB,120 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401684201,$2090,,,,,,,,,,,,,,,,,
Xeon E5-2690 v3,SR1XN (M1),12.0,2.6,5/5/5/5/5/5/5/5/6/7/9/9,12 × 256 KB,30 MB,135 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401439416 BX80644E52690V3,$2090,,,,,,,,,,,,,,,,,
Xeon E5-2692 v3,,12.0,3.0,1/1/1/1/1/1/1/1/2/3/6/6,12 × 256 KB,30 MB,165 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,,OEM for Microsoft,,,,,,,,,,,,,,,,,
Xeon E5-2693 v3 (ES),QEYL (L0),12.0,2.8,3/3/3/3/3/3/3/3/3/4/5/6,12 × 256 KB,30 MB,160 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,,,-,,,,,,,,,,,,,,,,,
Xeon E5-2683 v3,SR1XH (C1),14.0,2.0,5/5/5/5/5/5/5/5/5/6/7/8/10/10,14 × 256 KB,35 MB,120 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401609728,$1846,,,,,,,,,,,,,,,,,
Xeon E5-2695 v3,SR1XG (C1),14.0,2.3,5/5/5/5/5/5/5/5/5/6/7/8/10/10,14 × 256 KB,35 MB,120 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401438110 BX80644E52695V3,$2424,,,,,,,,,,,,,,,,,
Xeon E5-2697 v3,SR1XF (C1),14.0,2.6,5/5/5/5/5/5/5/5/5/6/7/8/10/10,14 × 256 KB,35 MB,145 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401807100 BX80644E52697V3,$2702,,,,,,,,,,,,,,,,,
Xeon E5-2675 v3,SR1XM (C1),16.0,1.8,2/2/2/2/2/2/2/2/2/2/2/2/2/3/5/5,16 × 256 KB,40 MB,110 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401845300,OEM,,,,,,,,,,,,,,,,,
Xeon E5-2698 v3,SR1XE (C1),16.0,2.3,5/5/5/5/5/5/5/5/6/7/8/9/10/11/13/13,16 × 256 KB,40 MB,135 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401609800,$3226,,,,,,,,,,,,,,,,,
Xeon E5-2698A v3[3],SR21C (C1),16.0,2.8,3.2 GHz,16 × 256 KB,40 MB,165 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-11-18,,OEM for Lenovo,,,,,,,,,,,,,,,,,
Xeon E5-2698B v3,SR21T (C1),16.0,2.0,4/4/4/4/4/4/5/6/7/8/9/10/11/12/14/14,16 × 256 KB,40 MB,135 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2015-01-01,CM8064401843802,OEM for Microsoft,,,,,,,,,,,,,,,,,
Xeon E5-2686 v3,SR1XL (C1),18.0,2.0,3/3/3/3/3/3/3/6/7/8/9/10/11/12/13/14/15/15,18 × 256 KB,45 MB,120 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR3-1866 4× DDR4-2133,2014-09-08,CM8064401676000,OEM,,,,,,,,,,,,,,,,,
Xeon E5-2696 v3,SR1XK (C1),18.0,2.3,5/5/5/5/5/5/5/5/6/7/8/9/10/11/12/13/15/15,18 × 256 KB,45 MB,145 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR3-1866 4× DDR4-2133,2014-09-08,CM8064401610101,OEM,,,,,,,,,,,,,,,,,
Xeon E5-2699 v3,SR1XD (C1),18.0,2.3,5/5/5/5/5/5/5/5/5/5/6/7/8/9/10/11/13/13,18 × 256 KB,45 MB,145 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2014-09-08,CM8064401739300,$4115,,,,,,,,,,,,,,,,,
Xeon E5-4655 v3,SR22R (M1),6.0,2.9,1/1/1/1/2/2,6 × 256 KB,30 MB,135 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2015-06-01,CM8064402018600,$4616,,,,,,,,,,,,,,,,,
Xeon E5-4610 v3,SR22S (C1),10.0,1.7,—,10 × 256 KB,25 MB,105 W,LGA 2011-3,2× 6.4 GT/s QPI,4× DDR4-1600,2015-06-01,CM8064402018800,$1219,,,,,,,,,,,,,,,,,
Xeon E5-4620 v3,SR22K (C1),10.0,2.0,2/2/2/2/2/2/3/4/6/6,10 × 256 KB,25 MB,105 W,LGA 2011-3,2× 8.0 GT/s QPI,4× DDR4-1866,2015-06-01,CM8064401442401,$1668,,,,,,,,,,,,,,,,,
Xeon E5-4627 v3,SR22Q (M1),10.0,2.6,4/4/4/4/4/4/4/4/6/6,10 × 256 KB,25 MB,135 W,LGA 2011-3,2× 8.0 GT/s QPI,4× DDR4-2133,2015-06-01,CM8064401544203,$2225,,,,,,,,,,,,,,,,,
Xeon E5-4640 v3,SR22L (C1),12.0,1.9,2/2/2/2/2/2/2/3/4/5/7/7,12 × 256 KB,30 MB,105 W,LGA 2011-3,2× 8.0 GT/s QPI,4× DDR4-1866,2015-06-01,CM8064401442601,$2859,,,,,,,,,,,,,,,,,
Xeon E5-4648 v3,SR26R (C1),12.0,1.7,2/2/2/2/2/2/2/2/2/3/5/5,12 × 256 KB,30 MB,105 W,LGA 2011-3,2× 8.0 GT/s QPI,4× DDR4-1866,2015-06-01,CM8064402019100,$2405,,,,,,,,,,,,,,,,,
Xeon E5-4650 v3,SR22J (C1),12.0,2.1,3/3/3/3/3/3/3/3/4/5/7/7,12 × 256 KB,30 MB,105 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2015-06-01,CM8064401441008,$2838,,,,,,,,,,,,,,,,,
Xeon E5-4660 v3,SR22P (C1),14.0,2.1,3/3/3/3/3/3/3/3/3/4/5/6/8/8,14 × 256 KB,35 MB,120 W,LGA 2011-3,2× 9.6 GT/s QPI,4× DDR4-2133,2015-06-01,CM8064402018700,$4727,,,,,,,,,,,,,,,,,
